section,golden_id,gold_intent,predicted_intent,customer_message,reply,escalate,human_escalate,policy_escalate,intent_alignment,helpfulness,grounding,safety_factuality,escalation_appropriateness,overall_quality,unsupported_claim,needs_human,failure_detail,concise_reason,retrieval_score
retrieval_failure,GOLD_027,delivery_slots,,@Tesco am I right in saying delivery is only happening on 24th Dec around Fulfillment Centres? Mainly London? I've booked for 23rd hoping 24th isn't happening in nottm.,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_031,delivery_slots,,@Tesco if it had been clear taking the delivery free trial excluded me from the Christmas priority booking I wouldn't have taken you up on it.,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_023,clubcard_account,,@Tesco How can I reprint my pizza express voucher bought with clubcard as lost original?,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_023,clubcard_account,,@Tesco How can I reprint my pizza express voucher bought with clubcard as lost original?,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_111,product_availability,,@Tesco hello can you see if Tesco havant has any PlayStation vr in stock and current price cheers,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_103,product_quality_safety,,"hi, @Tesco - your smoked bacon lardons are more water than lardon

please stop",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_067,click_collect,,@Tesco Trying to book collect in store for Saturday 22nd Dec - showing as non available - surely they can't all be booked up already?! Thanks!,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_079,other,,"P2 had a great trip @Tesco 
#PracticalLearning
#ThanksForHavingUs 
#StjohnsISwhereitsat https://t.co/awibWyyV50",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_167,refund_return_compensation,,@Tesco Outlet on eBay refusing 2 refund £200 for Kids Xmas gift returned according to their own policy. Getting nowhere with cust services.,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_170,other,,It’s soup weather! Pity I need to go out in it to actually have the means to make it 🤔 🌧 #FirstWorldProblems,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_171,click_collect,,@Tesco could you help with a click collect order?,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_189,refund_return_compensation,,"@Tesco!!!!
Buy items £88.98. Tesco debits amount then debits again! Happened on the 18th Oct. THIRTY-SIX DAYS later @Tesco refuses to refund. @Tesco blames my bank Barclays. Wonder how many people have been double charged by @Tesco and not even aware of it?",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_203,online_order_issue,,Absolutely disgraceful service from @Tesco cancelling a TV meant for a Christmas present 2 weeks after the order being placed and after Black Friday! Will never be ordering anything from Tesco direct again and wouldn't advise anyone else to,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_217,online_order_issue,,@Tesco probably had about half of my basket online that needed something to replace it as it wasn’t available...not the best,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_214,product_availability,,@Tesco is this available to purchase in store around Wirral / Liverpool? https://t.co/Ow7ACHh8lf,,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
retrieval_failure,GOLD_210,online_website_issue,,"@Tesco hi, I think there’s something wrong with your app when browsing for groceries... https://t.co/Hv40jil31B",,,,,,,,,,,,,Human retrieval score = 0.0,,0.0
